workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,chip_id,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
mha_128,./bin/tile_example_multihead_attention -v=1 -prec=fp16 -nidx=500 -b=1 -a_seq=200 -seq=200 -nhead=8 -hsize=16 -b1_hsize=8 -init=u -seed=123 -perf=1 -maskmax=5 -qmaskmax=10,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Thu 02 Jan 2025 09:37:01 AM  (UTC),2,smc300x-clt-r4c9-26,AMD EPYC 9354 32-Core Processor,"American Megatrends International, LLC.1.8",Ubuntu 20.04.6 LTS,5.15.0-117-generic,,1584985004,,6.2.0-66,113-M3080101-100,SPX,NPS1,MI300,gfx942,32,4096,80,4,16,64,1024,MI308X,32,1420,1300,1420,1300,16,32,48,4,665.6,1
