workload_name,command,ip_blocks,timestamp,version,hostname,cpu_model,sbios,linux_distro,linux_kernel_version,amd_gpu_kernel_version,cpu_memory,gpu_memory,rocm_version,vbios,compute_partition,memory_partition,gpu_model,gpu_arch,gpu_l1,gpu_l2,cu_per_gpu,simd_per_cu,se_per_gpu,wave_size,workgroup_max_size,chip_id,max_waves_per_cu,max_sclk,max_mclk,cur_sclk,cur_mclk,total_l2_chan,lds_banks_per_cu,sqc_per_gpu,pipes_per_gpu,hbm_bw,num_xcd
bs1_warp_tile_1_64_2,./bin/nwarp_rwindow_gemv_rms_gemv -prec=fp16 -h=1 -b_q=1 -d=1536 -s_k=3072 -w_k=7168 -init=1 -repeat=1 -warmup=0 -v=0,SQ|LDS|SQC|TA|TD|TCP|TCC|SPI|CPC|CPF,Mon 10 Mar 2025 11:42:33 AM  (UTC),2,banff-cyxtera-s83-5,Intel(R) Xeon(R) Platinum 8480C,"American Megatrends International, LLC.C2789.5.BS.1C19.AG.2",Ubuntu 22.04.5 LTS,5.15.0-70-generic,,1056468636,,6.3.0-39,113-M3000100-102,SPX,NPS1,MI300,gfx942,32,4096,304,4,32,64,1024,MI300X_A1,32,2100,1300,2100,1300,16,32,160,4,665.6,1
