Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQC_TC_STALL,SQC_TC_REQ,SQC_DCACHE_REQ_READ_16,SQC_ICACHE_REQ,SQC_ICACHE_HITS,TA_BUFFER_READ_WAVEFRONTS_sum,TA_BUFFER_WRITE_WAVEFRONTS_sum,TD_SPI_STALL_sum,TD_LOAD_WAVEFRONT_sum,TCP_READ_TAGCONFLICT_STALL_CYCLES_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum,TCP_ATOMIC_TAGCONFLICT_STALL_CYCLES_sum,TCP_TA_TCP_STATE_READ_sum,TCC_NC_REQ_sum,TCC_UC_REQ_sum,TCC_CC_REQ_sum,TCC_RW_REQ_sum,CPC_CPC_TCIU_BUSY,CPC_CPC_TCIU_IDLE,CPF_CPF_TCIU_BUSY,CPF_CPF_TCIU_STALL,SPI_CSN_NUM_THREADGROUPS,SPI_CSN_WAVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,_ZN7ck_tile6kentryILi256ELi1ENS_17GemmRmsGemmKernelINS_26GemmRmsGemmTilePartitionerINS_20TileGemmRmsGemmShapeINS_8sequenceIJLi1ELi512ELi16ELi256ELi16ELi1536EEEENS4_IJLi1ELi4ELi1EEEENS4_IJLi1ELi64ELi2EEEES6_S7_EEEENS_30BlockGemmRmsGemmPipelineQWKldsINS_31BlockGemmRmsGemmPipelineProblemIDF16_tDF16_DB8_fDF16_tDF16_fDF16_DF16_SC_ftS8_NS_21TileGemmRmsGemmTraitsILb0ELb1ELb1ELb1ELin1EEEEENS_42BlockGemmRmsGemmPipelineQWKldsCustomPolicyEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIftLb0ELb1EEEvEELi8ELi8EEEJNSM_21GemmLnGemmCommonKargsEEEEvDpT2_.kd,2,0,9,30700,30700,3072,256,16896,0,32,128,96,64,0x0,0x7f36ee88a880,782832,4865738,389065808,0,4392,0,5878128,5877912,782784.0,48.0,0.0,782832.0,4276224.0,0.0,0.0,782832.0,0.0,16.0,0.0,8564280.0,1186,41560367,20419,0,12,48,570482358517141,570506350994205,570506353508710,570482374946170
