Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,SQC_DCACHE_INPUT_VALID_READYB,SQC_DCACHE_ATOMIC,SQC_DCACHE_REQ_READ_8,SQC_DCACHE_REQ,SQC_DCACHE_HITS,TA_BUFFER_COALESCED_READ_CYCLES_sum,TA_BUFFER_COALESCED_WRITE_CYCLES_sum,TD_COALESCABLE_WAVEFRONT_sum,TCP_TOTAL_ATOMIC_WITH_RET_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_TOTAL_WRITEBACK_INVALIDATES_sum,TCP_TOTAL_CACHE_ACCESSES_sum,TCC_READ_sum,TCC_WRITE_sum,TCC_ATOMIC_sum,TCC_WRITEBACK_sum,CPC_UTCL1_STALL_ON_TRANSLATION,CPC_CPC_UTCL2IU_BUSY,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,SPI_RA_RES_STALL_CSN,SPI_RA_TMP_STALL_CSN,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,_ZN7ck_tile6kentryILi256ELi1ENS_17GemmRmsGemmKernelINS_26GemmRmsGemmTilePartitionerINS_20TileGemmRmsGemmShapeINS_8sequenceIJLi1ELi512ELi16ELi256ELi16ELi1536EEEENS4_IJLi1ELi4ELi1EEEENS4_IJLi1ELi64ELi2EEEES6_S7_EEEENS_30BlockGemmRmsGemmPipelineQWKldsINS_31BlockGemmRmsGemmPipelineProblemIDF16_tDF16_DB8_fDF16_tDF16_fDF16_DF16_SC_ftS8_NS_21TileGemmRmsGemmTraitsILb0ELb1ELb1ELb1ELin1EEEEENS_42BlockGemmRmsGemmPipelineQWKldsCustomPolicyEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIftLb0ELb1EEEvEELi8ELi8EEEJNSM_21GemmLnGemmCommonKargsEEEEvDpT2_.kd,2,0,9,30332,30332,3072,256,16896,0,32,128,96,64,0x0,0x7fc50368a880,1346784,1974710,157734791,37,0,0,432,96,2060928.0,192.0,515280.0,0.0,0.0,12.0,10618176.0,8564208.0,96.0,0.0,168.0,704,680,0,0,0,570477596048405,570506350994205,570506353508710,570477612260145
